Company Name,UID,Entity Name,Alias,Position,Start Date,End Date,Has Ended,LinkedIn Url,Wiki Url,Other Url,Start Date Assumed,Start Year,Start Month,Start Day,End Date Assumed,End Year,End Month,End Day
3M Company,EQT-6F6641,Kristen Ludgate,Kristen Ludgate,Senior Vice President of Human Resources,Jul-2018,,,https://www.linkedin.com/in/kristen-ludgate-201823179/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=313263184&privcapId=289194,TRUE,2018,7,-,TRUE,-,-,-
3M Company,EQT-6F6641,Kristen Ludgate,Kristen Ludgate,Senior Vice President of Corporate Communications and Enterprise Services,Jan-2018,,,https://www.linkedin.com/in/kristen-ludgate-201823179/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=313263184&privcapId=289194,TRUE,2018,1,-,TRUE,-,-,-
3M Company,EQT-6F6641,Kristen Ludgate,Kristen Ludgate,Vice President of Global Human Resources Busines Operations,Jan-2018,Jun-2018,,https://www.linkedin.com/in/kristen-ludgate-201823179/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=313263184&privcapId=289194,TRUE,2018,1,-,TRUE,2018,6,-
3M Company,EQT-6F6641,Kristen Ludgate,Kristen Ludgate,Vice President,Apr-2017,Dec-2017,,https://www.linkedin.com/in/kristen-ludgate-201823179/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=313263184&privcapId=289194,TRUE,2017,4,-,TRUE,2017,12,-
3M Company,EQT-6F6641,Kristen Ludgate,Kristen Ludgate,Associate General Counsel,Apr-2017,Dec-2017,,https://www.linkedin.com/in/kristen-ludgate-201823179/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=313263184&privcapId=289194,TRUE,2017,4,-,TRUE,2017,12,-
3M Company,EQT-6F6641,Kristen Ludgate,Kristen Ludgate,Chief Compliance Officer,Apr-2017,Dec-2017,,https://www.linkedin.com/in/kristen-ludgate-201823179/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=313263184&privcapId=289194,TRUE,2017,4,-,TRUE,2017,12,-
3M Company,EQT-6F6641,Kristen Ludgate,Kristen Ludgate,Associate General Counsel of Labor and Employment,Apr-2015,Apr-2017,,https://www.linkedin.com/in/kristen-ludgate-201823179/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=313263184&privcapId=289194,TRUE,2015,4,-,TRUE,2017,4,-
3M Company,EQT-6F6641,Kristen Ludgate,Kristen Ludgate,Director of Human Resources Legal Team,Jul-2010,Mar-2015,,https://www.linkedin.com/in/kristen-ludgate-201823179/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=313263184&privcapId=289194,TRUE,2010,7,-,TRUE,2015,3,-
3M Company,EQT-6F6641,Mojdeh Poul,Mojdeh Poul,Executive Vice President of Safety and Graphics Business Group,Jul-2018,,,https://www.linkedin.com/in/mojdeh-poul-6baa295/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=401952517&privcapId=289194,TRUE,2018,7,-,TRUE,-,-,-
3M Company,EQT-6F6641,Mojdeh Poul,Mojdeh Poul,President of Infection Prevention Division,Jul-2014,Sep-2016,,https://www.linkedin.com/in/mojdeh-poul-6baa295/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=401952517&privcapId=289194,TRUE,2014,7,-,TRUE,2016,9,-
3M Company,EQT-6F6641,Mojdeh Poul,Mojdeh Poul,Vice President of Food Safety Business,Mar-2013,Jun-2014,,https://www.linkedin.com/in/mojdeh-poul-6baa295/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=401952517&privcapId=289194,TRUE,2013,3,-,TRUE,2014,6,-
3M Company,EQT-6F6641,Mojdeh Poul,Mojdeh Poul,General Manager of Food Safety Business,Mar-2013,Jun-2014,,https://www.linkedin.com/in/mojdeh-poul-6baa295/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=401952517&privcapId=289194,TRUE,2013,3,-,TRUE,2014,6,-
3M Company,EQT-6F6641,Mojdeh Poul,Mojdeh Poul,Global Business Vice President of Critical and Chronic Care Solutions Division,Apr-2011,Feb-2013,,https://www.linkedin.com/in/mojdeh-poul-6baa295/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=401952517&privcapId=289194,TRUE,2011,4,-,TRUE,2013,2,-
3M Company,EQT-6F6641,Michael Vale,"Michael Vale, Michael Vale Ph.D",Executive Vice President of Consumer Business Group,Aug-2011,Jul-2016,,https://www.linkedin.com/in/michael-vale-4b97a4143/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=139001588&privcapId=289194,TRUE,2011,8,-,TRUE,2016,7,-
3M Company,EQT-6F6641,Karen Carroll,Karen Carroll,Vice President,Mar-2017,,,https://www.linkedin.com/in/karen-carroll-0126257/,,https://www.crunchbase.com/person/karen-carroll,TRUE,2017,3,-,TRUE,-,-,-
3M Company,EQT-6F6641,Karen Carroll,Karen Carroll,General Auditor,Mar-2017,,,https://www.linkedin.com/in/karen-carroll-0126257/,,https://www.crunchbase.com/person/karen-carroll,TRUE,2017,3,-,TRUE,-,-,-
3M Company,EQT-6F6641,Karen Carroll,Karen Carroll,Director of Finanace of 3M Industrial Business Group,Feb-2016,Feb-2017,,https://www.linkedin.com/in/karen-carroll-0126257/,,https://www.crunchbase.com/person/karen-carroll,TRUE,2016,2,-,TRUE,2017,2,-
3M Company,EQT-6F6641,Sarah Grauze,Sarah Grauze,Treasurer,Jul-2018,,,https://www.linkedin.com/in/sarah-grauze-34274110/,,,TRUE,2018,7,-,TRUE,-,-,-
3M Company,EQT-6F6641,Sarah Grauze,Sarah Grauze,Vice President of Finance,Jul-2018,,,https://www.linkedin.com/in/sarah-grauze-34274110/,,,TRUE,2018,7,-,TRUE,-,-,-
3M Company,EQT-6F6641,Veena Lakkundi,Veena Lakkundi,Vice President,Apr-2017,,,https://www.linkedin.com/in/veenalakkundi/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=427106649&privcapId=289194,TRUE,2017,4,-,TRUE,-,-,-
3M Company,EQT-6F6641,Veena Lakkundi,Veena Lakkundi,Chief Ethics and Compliance Officer,Apr-2017,,,https://www.linkedin.com/in/veenalakkundi/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=427106649&privcapId=289194,TRUE,2017,4,-,TRUE,-,-,-
3M Company,EQT-6F6641,Veena Lakkundi,Veena Lakkundi,Global Business Director of Industrial Business,Aug-2015,Mar-2017,,https://www.linkedin.com/in/veenalakkundi/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=427106649&privcapId=289194,TRUE,2015,8,-,TRUE,2017,3,-
3M Company,EQT-6F6641,Veena Lakkundi,Veena Lakkundi,Managing Director Indonesia,Dec-2012,Aug-2015,,https://www.linkedin.com/in/veenalakkundi/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=427106649&privcapId=289194,TRUE,2012,12,-,TRUE,2015,8,-
3M Company,EQT-6F6641,Veena Lakkundi,Veena Lakkundi,Global Business Director of Automotive,Feb-2011,Dec-2012,,https://www.linkedin.com/in/veenalakkundi/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=427106649&privcapId=289194,TRUE,2011,2,-,TRUE,2012,12,-
3M Company,EQT-6F6641,Gregg Larson,"Gregg Larson, Gregg M. Larson",Vice President,,,,https://www.linkedin.com/in/gregg-larson-a5790343/,,https://investors.3m.com/governance/corporate-officers/default.aspx,TRUE,-,-,-,TRUE,-,-,-
3M Company,EQT-6F6641,Gregg Larson,"Gregg Larson, Gregg M. Larson",Deputy General Counsel,,,,https://www.linkedin.com/in/gregg-larson-a5790343/,,https://investors.3m.com/governance/corporate-officers/default.aspx,TRUE,-,-,-,TRUE,-,-,-
3M Company,EQT-6F6641,Gregg Larson,"Gregg Larson, Gregg M. Larson",Corporate Secretary,,,,https://www.linkedin.com/in/gregg-larson-a5790343/,,https://investors.3m.com/governance/corporate-officers/default.aspx,TRUE,-,-,-,TRUE,-,-,-
3M Company,EQT-6F6641,Ippocratis Vrohidis,"Ippocratis Vrohidis, Ippo Vrohidis",Vice President of Finance,Jul-2017,,,https://www.linkedin.com/in/ippovrohidis/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=268231238&privcapId=289194,TRUE,2017,7,-,TRUE,-,-,-
3M Company,EQT-6F6641,Ippocratis Vrohidis,"Ippocratis Vrohidis, Ippo Vrohidis",Corporate Controller,Jul-2017,,,https://www.linkedin.com/in/ippovrohidis/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=268231238&privcapId=289194,TRUE,2017,7,-,TRUE,-,-,-
3M Company,EQT-6F6641,Ippocratis Vrohidis,"Ippocratis Vrohidis, Ippo Vrohidis",Chief Accounting Officer,Jul-2017,,,https://www.linkedin.com/in/ippovrohidis/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=268231238&privcapId=289194,TRUE,2017,7,-,TRUE,-,-,-
3M Company,EQT-6F6641,Ippocratis Vrohidis,"Ippocratis Vrohidis, Ippo Vrohidis",Vice President of Global Service Centers,Dec-2015,Jun-2017,,https://www.linkedin.com/in/ippovrohidis/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=268231238&privcapId=289194,TRUE,2015,12,-,TRUE,2017,6,-
3M Company,EQT-6F6641,Ippocratis Vrohidis,"Ippocratis Vrohidis, Ippo Vrohidis",Vice President The Middle East and Africa,Jul-2014,Dec-2015,,https://www.linkedin.com/in/ippovrohidis/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=268231238&privcapId=289194,TRUE,2014,7,-,TRUE,2015,12,-
3M Company,EQT-6F6641,Ippocratis Vrohidis,"Ippocratis Vrohidis, Ippo Vrohidis",Vice President of Finance Asia-Pacific,Apr-2013,Jun-2014,,https://www.linkedin.com/in/ippovrohidis/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=268231238&privcapId=289194,TRUE,2013,4,-,TRUE,2014,6,-
3M Company,EQT-6F6641,Ippocratis Vrohidis,"Ippocratis Vrohidis, Ippo Vrohidis",Vice President of Finance of International and Staff Operations,Apr-2011,Mar-2013,,https://www.linkedin.com/in/ippovrohidis/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=268231238&privcapId=289194,TRUE,2011,4,-,TRUE,2013,3,-
3M Company,EQT-6F6641,Netha Johnson,"Netha Johnson, Netha N. Johnson",Marketing Director,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=43959123&privcapId=18671,TRUE,-,-,-,TRUE,-,-,-
3M Company ,EQT-6F6641,David Meline,"David Meline , David W. Meline",Chief Financial Officer,1-Apr-11,9-Jun-14,,https://www.linkedin.com/in/david-meline-46513a35,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=9858799&privcapId=24818,FALSE,2011,4,1,FALSE,2014,6,9
3M Company ,EQT-6F6641,David Meline,"David Meline , David W. Meline",Chief Accounting Officer,1-Apr-11,9-Jun-14,,https://www.linkedin.com/in/david-meline-46513a36,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=9858799&privcapId=24819,FALSE,2011,4,1,FALSE,2014,6,9
3M Company ,EQT-6F6641,David Meline,"David Meline , David W. Meline",Chief Executive Officer,1-Sep-08,1-Apr-11,,https://www.linkedin.com/in/david-meline-46513a37,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=9858799&privcapId=24820,FALSE,2008,9,1,FALSE,2011,4,1
3M do Brasil Limitada,N/A,Michael Vale,"Michael Vale, Michael Vale Ph.D",Managing Director,,,TRUE,https://www.linkedin.com/in/michael-vale-4b97a4143/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=139001588&privcapId=289194,TRUE,-,-,-,TRUE,-,-,-
3M Espana SA,N/A,Michael Vale,"Michael Vale, Michael Vale Ph.D",Managing Director,,,TRUE,https://www.linkedin.com/in/michael-vale-4b97a4143/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=139001588&privcapId=289194,TRUE,-,-,-,TRUE,-,-,-
3M Foundation,N/A,Julie Bushman,Julie Bushman,Board Member,,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=27167454&privcapId=289194,TRUE,-,-,-,TRUE,-,-,-
3M Health Care Limited,N/A,Eric Hammes,Eric Hammes,Director of Finance,Feb-2012,Apr-2013,,https://www.linkedin.com/in/eric-hammes-30711693/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=265819979&privcapId=289194,TRUE,2012,2,-,TRUE,2013,4,-
3M Health Care Limited,N/A,Paul Keel,Paul Keel,President of 3M Critical and Chronic Care,Jun-2010,2013,,https://www.linkedin.com/in/paul-keel-92534727/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=136387&privcapId=289194,TRUE,2010,6,-,TRUE,2013,-,-
3M Health Care Limited,N/A,Michael Vale,"Michael Vale, Michael Vale Ph.D",Executive Vice President of Health Care Business Group,Jul-2016,,,https://www.linkedin.com/in/michael-vale-4b97a4143/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=139001588&privcapId=289194,TRUE,2016,7,-,TRUE,-,-,-
3M India Limited,N/A,Ashish Khandpur,Ashish Khandpur,Senior Executive Director of Technical 3M India and SriLanka,01-Aug-14,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=115866965&privcapId=289194,FALSE,2014,8,1,TRUE,-,-,-
3M India Limited,N/A,Ashish Khandpur,Ashish Khandpur,Non-Executive Director,10-Feb-14,01-Aug-14,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=115866965&privcapId=289194,FALSE,2014,2,10,FALSE,2014,8,1
3M Korea Limited,EQT-6F6641,Joaquin Delgado,"Joaquin Delgado, Dr. Joaquin Delgado",Managing Director,2003,2005,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=27167464&privcapId=289194,TRUE,2003,-,-,TRUE,2005,-,-
3M Korea Limited,N/A,Michael Roman,"Michael Roman, Michael F. Roman, Mike Roman",Managing Director,Nov-2005,Jun-2008,,https://www.linkedin.com/in/mike-roman-7758204/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=27167310&privcapId=289194,TRUE,2005,11,-,TRUE,2008,6,-
3M Malaysia Sendirian Berhad,N/A,Nicholas Gangestad,"Nichola Gangestad, Nick Gangestad",Senior Vice President,2014,,,https://www.linkedin.com/in/nick-gangestad-4b487110/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=129519738&privcapId=289194,TRUE,2014,-,-,TRUE,-,-,-
3M Malaysia Sendirian Berhad,N/A,Nicholas Gangestad,"Nichola Gangestad, Nick Gangestad",Chief Financial Officer,2014,,,https://www.linkedin.com/in/nick-gangestad-4b487110/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=129519738&privcapId=289194,TRUE,2014,-,-,TRUE,-,-,-
3M Puerto Rico Inc,N/A,Nicholas Gangestad,"Nichola Gangestad, Nick Gangestad",Senior Vice President,,,,https://www.linkedin.com/in/nick-gangestad-4b487110/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=129519738&privcapId=289194,TRUE,-,-,-,TRUE,-,-,-
3M Puerto Rico Inc,N/A,Nicholas Gangestad,"Nichola Gangestad, Nick Gangestad",Chief Financial Officer,,,,https://www.linkedin.com/in/nick-gangestad-4b487110/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=129519738&privcapId=289194,TRUE,-,-,-,TRUE,-,-,-
3M United Kingdom Plc,N/A,Paul Keel,Paul Keel,Managing Director,Jan-2013,Nov-2014,,https://www.linkedin.com/in/paul-keel-92534727/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=136387&privcapId=289194,TRUE,2013,1,-,TRUE,2014,11,-
3M Unitek Corporation,N/A,Paul Keel,Paul Keel,President,Jan-2007,Jun-2010,,https://www.linkedin.com/in/paul-keel-92534727/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=136387&privcapId=289194,TRUE,2007,1,-,TRUE,2010,6,-
8x8 Inc,EQT-16D1B8,Monique Bonner,Monique Bonner,Member Board of Directors,Oct-2018,,,https://www.linkedin.com/in/mobonner/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=373760524&privcapId=24522,TRUE,2018,10,-,TRUE,-,-,-
A. O. Smith Corporation,EQT-D126E2,Ajita Rajendra ,"Ajita Rajendra, Ajita G. Rajendra",Executive Chairman of the Board,Sep-2018,,,https://www.linkedin.com/in/ajita-rajendra-96a5396/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=283518&privcapId=997111,TRUE,2018,9,-,TRUE,-,-,-
A. O. Smith Corporation,EQT-D126E2,Ajita Rajendra ,"Ajita Rajendra, Ajita G. Rajendra",President ,Jan-2013,Sep-2018,,https://www.linkedin.com/in/ajita-rajendra-96a5396/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=283518&privcapId=997111,TRUE,2013,1,-,TRUE,2018,9,-
A. O. Smith Corporation,EQT-D126E2,Ajita Rajendra ,"Ajita Rajendra, Ajita G. Rajendra",Chief Executive Officer,Jan-2013,Sep-2018,,https://www.linkedin.com/in/ajita-rajendra-96a5396/,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=283518&privcapId=997111,TRUE,2013,1,-,TRUE,2018,9,-
A. O. Smith Corporation,EQT-D126E2,Kevin Wheeler,"Kevin Wheeler, Kevin J. Wheeler",Chief Executive Officer,Sep-2018,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=113053771&privcapId=997111,TRUE,2018,9,-,TRUE,-,-,-
A. O. Smith Corporation,EQT-D126E2,Kevin Wheeler,"Kevin Wheeler, Kevin J. Wheeler",President,18-May-17,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=113053771&privcapId=997111,FALSE,2017,5,18,TRUE,-,-,-
A. O. Smith Corporation,EQT-D126E2,Kevin Wheeler,"Kevin Wheeler, Kevin J. Wheeler",Senior Vice President,2013,18-May-17,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=113053771&privcapId=997111,TRUE,2013,-,-,FALSE,2017,5,18
A. O. Smith Corporation,EQT-D126E2,Kevin Wheeler,"Kevin Wheeler, Kevin J. Wheeler",Chief Operating Officer,2017,2018,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=113053771&privcapId=997111,TRUE,2017,-,-,TRUE,2018,-,-
A. O. Smith Corporation,EQT-D126E2,Kevin Wheeler,"Kevin Wheeler, Kevin J. Wheeler",President of Water Heating and Export business,2011,2017,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=113053771&privcapId=997111,TRUE,2011,-,-,TRUE,2017,-,-
A. O. Smith Corporation,EQT-D126E2,Kevin Wheeler,"Kevin Wheeler, Kevin J. Wheeler",General Manager of Water Heating and Export business,2011,2017,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=113053771&privcapId=997111,TRUE,2011,-,-,TRUE,2017,-,-
A. O. Smith Corporation,EQT-D126E2,Kevin Wheeler,"Kevin Wheeler, Kevin J. Wheeler",Senior Vice President of Water Heating,May-2007,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=113053771&privcapId=997111,TRUE,2007,5,-,TRUE,-,-,-
A. O. Smith Corporation,EQT-D126E2,Kevin Wheeler,"Kevin Wheeler, Kevin J. Wheeler",Director,11-Jul-17,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=113053771&privcapId=997111,FALSE,2017,7,11,TRUE,-,-,-
A. O. Smith Corporation,EQT-D126E2,Charles Lauber,"Charles Lauber, Charles T. Lauber, Chuck Lauber",Executive Vice President ,1-May-19,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=225924871&privcapId=997111,FALSE,2019,5,1,TRUE,-,-,-
A. O. Smith Corporation,EQT-D126E2,Charles Lauber,"Charles Lauber, Charles T. Lauber, Chuck Lauber",Chief Financial Officer,1-May-19,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=225924871&privcapId=997111,FALSE,2019,5,1,TRUE,-,-,-
A. O. Smith Corporation,EQT-D126E2,Charles Lauber,"Charles Lauber, Charles T. Lauber, Chuck Lauber",Senior Vice President of Strategy and Corporate Development ,2013,01-May-19,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=225924871&privcapId=997111,TRUE,2013,-,-,FALSE,2019,5,1
A. O. Smith Corporation,EQT-D126E2,Charles Lauber,"Charles Lauber, Charles T. Lauber, Chuck Lauber",Group Chief Financial Officer,Jan-2013,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=225924871&privcapId=997111,TRUE,2013,1,-,TRUE,-,-,-
A. O. Smith Corporation,EQT-D126E2,Charles Lauber,"Charles Lauber, Charles T. Lauber, Chuck Lauber",Senior Vice President of Strategy and Planning ,Jan-2013,,,,,https://www.bloomberg.com/research/stocks/people/person.asp?personId=225924871&privcapId=997111,TRUE,2013,1,-,TRUE,-,-,-
